show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s393,Movie,Beyond the Ocean,,"Lucas Andersson, Alejandro Reyes",China,"February 25, 2018",2018,R,83 min,"Children & Family Movies, Documentaries",This thought-provoking film delves into life in a changing world.
s394,Movie,Flame in the Southern Rain,Elise Moreau,"Thomas Fischer, Henrik Larsen",United Kingdom,"April 17, 2019",2016,TV-MA,122 min,Anime Features,"In a quiet suburb, a misunderstood loner is thrust into a dangerous mission."
s395,Movie,Beyond the Season,Victor Popov,"Marco Bianchi, Sunita Rao, Fatima Hassan",South Korea,"April 12, 2022",2021,TV-MA,139 min,International Movies,"When a sudden tragedy brings old wounds to light, two strangers must face their fears."
s396,Movie,Darkness of Snows,Vikram Singh,"Patrick Murphy, Yoko Tanaka",India,"May 12, 2020",2018,TV-14,101 min,"Documentaries, Comedies","Haunted by the past, a retired agent arrives in confront unfinished business."
s397,Movie,Dawn,Marie Dubois,"Patrick Murphy, Emma Rodriguez, Thomas Fischer",Italy,"October 3, 2022",2022,R,70 min,"International Movies, Documentaries","After years abroad, a single parent escapes to confront unfinished business."
s398,Movie,Season,Priya Sharma,"Chris O'Malley, Stefan Richter",United States,"September 9, 2021",2015,TV-PG,83 min,Thrillers,Friendship is tested when alliances shift in this touching drama.
s399,Movie,Dawn in the Neon Forest,,"Emma Rodriguez, Soo-Jin Park, Victor Kozlov, Fatima Hassan, Olga Ivanova",United States,"May 2, 2021",2021,TV-PG,80 min,"International Movies, Dramas",A young journalist struggles with a dangerous conspiracy in this intense film.
s400,Movie,Kingdoms and Darknesss,Carlos Mendez,"Yuki Sato, Mei Chen, Gabriela Ramos, Soo-Jin Park","India, Japan","January 21, 2017",2017,PG-13,98 min,"International Movies, Documentaries","With nothing left to lose, a teenager arrives in seek redemption."
s401,TV Show,Western Mountain Shadow,Ravi Kapoor,"Chris O'Malley, Priya Desai, Karin Eriksson",India,"July 19, 2021",2021,TV-PG,1 Season,"International TV Shows, TV Comedies, Kids' TV",A troubled musician discovers a dark secret in this compelling series.
s402,Movie,Urban Heart Promise,Rafael Torres,"Omar Diallo, Kwame Owusu, Nina Petrova, Liam Nakamura, Kofi Asante",United States,"December 4, 2021",2019,TV-14,133 min,"Horror Movies, Children & Family Movies","When a strange discovery brings old wounds to light, two strangers must face their fears."
s403,TV Show,Truth in the Savage Mirror,Amara Okafor,"Sophie Laurent, Fatima Hassan, Astrid Nilsen, Raj Mehta",Mexico,"June 27, 2017",2014,TV-Y,2 Seasons,"International TV Shows, Crime TV Shows","In a war-torn country, a curious outsider is thrust into a dangerous mission."
s404,Movie,Modern Flames,Hana Park,"Chiara Colombo, Marco Bianchi, Luis Herrera","United States, United Kingdom","February 16, 2018",2016,TV-14,133 min,"Thrillers, Anime Features",Loyalty is tested when worlds collide in this touching drama.
s405,Movie,My Endless Forest,Marcus Johnson,"Isabella Santos, Nadia Ali, David Okafor","United States, Nigeria, South Africa","November 22, 2016",2016,TV-MA,109 min,"Horror Movies, Stand-Up Comedy",Ambition is tested when danger strikes in this darkly comic drama.
s406,TV Show,My Fallen Light,Omar Hassan,"Michael Adeyemi, Emma Rodriguez, Mei Chen, Liam Nakamura",Thailand,"October 18, 2021",2021,TV-14,1 Season,"International TV Shows, Docuseries, Kids' TV","In a quiet suburb, a seasoned professional reluctantly joins a race against time."
s407,Movie,Villages and Paths,James Chen,"Kenji Mori, Chloe Dubois",South Korea,"October 4, 2021",2020,R,120 min,"Sci-Fi & Fantasy, Documentaries, Romantic Movies",Loyalty is tested when alliances shift in this poignant drama.
s408,Movie,Dreams and Darknesss,Omar Hassan,"Ryu Watanabe, Aisha Johnson, Benjamin Hayes, Marco Bianchi",Turkey,"February 11, 2022",2021,TV-14,92 min,"International Movies, Documentaries, Children & Family Movies",A troubled entrepreneur is drawn into a life-changing opportunity in this intense film.
s409,Movie,The Neon Day,Stefan Mueller,"Roberto Mendez, Zainab Osman, Hana Yoshida, Chloe Dubois",South Korea,"August 24, 2021",2017,TV-14,98 min,"International Movies, Dramas","When a strange discovery changes their lives, unlikely allies must fight for survival."
s410,Movie,First Path River,Anya Volkov,"Priya Desai, Yoko Tanaka, Arjun Singh, Nathaniel Foster",South Korea,"February 2, 2019",2019,PG-13,70 min,"International Movies, Horror Movies","With nothing left to lose, a woman arrives in solve an old mystery."
s411,Movie,Year of Earths,Ji-Yeon Lee,"Emma Rodriguez, Raul Castillo, Ingrid Berg, Yuki Sato",Canada,"February 25, 2023",2021,PG-13,144 min,"Stand-Up Comedy, Anime Features","In a quiet suburb, a curious outsider reluctantly joins a race against time."
s412,TV Show,Project Day,,"Nadia Ali, Kenji Mori, Nathaniel Foster, Thomas Fischer",India,"October 1, 2022",2022,TV-PG,4 Seasons,"Kids' TV, Korean TV Shows, Reality TV",A troubled musician navigates a dangerous conspiracy in this intense series.
s413,TV Show,Urban Light House,Omar Hassan,"Vikram Sharma, Anya Sokolova, Isabella Santos, Fatima Hassan, Yuki Sato",Canada,"September 20, 2022",2016,TV-MA,2 Seasons,Korean TV Shows,Courage is tested when worlds collide in this captivating series.
s414,TV Show,Project Dusk,,"Nina Petrova, Fatima Hassan, Liam Nakamura, Hana Yoshida, Daisuke Ito",Philippines,"February 25, 2020",2019,TV-14,1 Season,"Docuseries, Kids' TV, International TV Shows","When a strange discovery brings old wounds to light, a group of friends must fight for survival."
s415,Movie,My Rural Promise,James Chen,"Yuki Sato, Erik Svensson",India,"December 6, 2022",2022,TV-14,136 min,"International Movies, Horror Movies, Thrillers",Love is tested when danger strikes in this suspenseful drama.
s416,Movie,The Last Memory,Elise Moreau,"Lena Mueller, Carlos Gutierrez",India,"May 28, 2018",2017,PG-13,113 min,"Horror Movies, Dramas, Stand-Up Comedy",A determined musician discovers a mysterious past in this gripping film.
s417,TV Show,Villages and Darknesss,Sanjay Gupta,"Elena Popova, Mei Chen, Sophie Laurent, Lucas Andersson, Priyanka Reddy",Thailand,"September 9, 2022",2020,TV-PG,1 Season,International TV Shows,Loyalty is tested when alliances shift in this suspenseful series.
s418,Movie,Restless Roads,Gabriel Santos,"Lucas Andersson, Isabella Santos, Sophie Laurent, Amara Williams",Japan,"June 20, 2019",2017,TV-MA,111 min,"International Movies, Dramas","Haunted by the past, a man arrives in confront unfinished business."
s419,Movie,Soul Heart,Carmen Silva,"Emma Rodriguez, Fatima Hassan, Mei Chen, Kenji Mori",South Korea,"July 2, 2022",2014,TV-14,116 min,"Romantic Movies, Children & Family Movies","Following a devastating loss, a single parent returns home to protect loved ones."
s420,TV Show,The Thunder Diaries,Takeshi Yamamoto,"Michael Adeyemi, Elena Popova",Australia,"January 18, 2021",2021,TV-14,2 Seasons,"TV Comedies, Crime TV Shows, Reality TV",This thought-provoking series delves into the weight of tradition.
s421,Movie,My Eastern Dream,Amara Okafor,"Sanjay Patel, Soo-Jin Park, Zara Khan, Yuki Sato, Ryu Watanabe",China,"September 9, 2023",2023,PG-13,111 min,Comedies,"When a strange discovery reveals hidden truths, two strangers must fight for survival."
s422,Movie,Days and Seasons,David Kim,"Priya Desai, Soo-Jin Park, Chris O'Malley, Hiroshi Yamada, Yuna Lee",United States,"March 13, 2019",2016,R,70 min,"Romantic Movies, Action & Adventure","When a family reunion reveals hidden truths, two strangers must rebuild their lives."
s423,Movie,Into the Thunder,,"Kenji Mori, Yuna Lee, Emma Rodriguez, Liam Nakamura",India,"December 22, 2019",2015,TV-PG,89 min,"International Movies, Anime Features, Sci-Fi & Fantasy",Love is tested when alliances shift in this darkly comic drama.
s424,TV Show,My Broken Storm,,"Carlos Gutierrez, Chris O'Malley, Hiroshi Yamada, Leila Benoit, Benjamin Hayes",United States,"February 6, 2019",2018,TV-MA,2 Seasons,"Kids' TV, TV Dramas","When an old letter brings old wounds to light, unlikely allies must face their fears."
s425,TV Show,Into the Earth,Marie Dubois,"Anya Sokolova, Emma Rodriguez, William Chen",United States,"July 14, 2021",2021,TV-14,1 Season,"Kids' TV, International TV Shows",Friendship is tested when secrets surface in this poignant series.
s426,Movie,The Moon Moon,Raj Patel,"Soo-Jin Park, Kenji Mori, Sophie Laurent, Rosa Fernandez",India,"March 13, 2020",2010,TV-MA,98 min,"International Movies, Documentaries","When a chance encounter brings old wounds to light, estranged siblings must uncover the truth."
s427,Movie,A Fallen Night,David Kim,"Isabelle Martin, Felix Hoffman, Raj Mehta",India,"July 11, 2018",2018,R,109 min,"International Movies, Dramas, Romantic Movies",This emotionally charged film chronicles life in a changing world.
s428,TV Show,Light of Secrets,Marie Dubois,"Leila Benoit, Yuki Sato, Thomas Fischer, Sophie Laurent",South Korea,"February 12, 2022",2022,TV-14,1 Season,"Korean TV Shows, TV Comedies, Crime TV Shows",This visually stunning series examines the complexities of modern love.
s429,Movie,The Last Soul,,"Chris O'Malley, Priya Desai",United Kingdom,"February 3, 2020",2020,TV-MA,72 min,"Comedies, International Movies","In a remote village, a former champion is thrust into a quest for justice."
s430,TV Show,Silver Hearts,Diego Morales,"Paulo Oliveira, Raj Mehta, Liam Nakamura, Victor Kozlov",India,"April 21, 2017",2017,TV-PG,1 Season,"Reality TV, Korean TV Shows",This visually stunning series explores the weight of tradition.
s431,Movie,Citys and Memorys,,"Fatima Hassan, Yuna Lee",Mexico,"September 28, 2021",2018,TV-14,83 min,"Dramas, Anime Features","In a remote village, a seasoned professional is thrust into a journey of self-discovery."
s432,Movie,Dark Waters,Amina Diallo,"Emma Rodriguez, Liam Nakamura, Zara Khan, Carlos Gutierrez, Ji-Hye Kim","India, South Africa, United States","March 6, 2017",2016,TV-PG,78 min,"Comedies, Dramas","When a sudden tragedy changes their lives, two strangers must fight for survival."
s433,Movie,Operation Frozen Mirror,,"Yoko Tanaka, Marcus Campbell, Carlos Gutierrez, Priya Desai, Chloe Dubois",Australia,"February 7, 2022",2013,R,100 min,"International Movies, Action & Adventure","When a chance encounter changes their lives, two strangers must face their fears."
s434,TV Show,Pale Spirits,,"Aisha Johnson, Hana Yoshida, Marco Bianchi, Erik Svensson, Kenji Mori",India,"August 14, 2017",2017,TV-MA,4 Seasons,"International TV Shows, Crime TV Shows, Korean TV Shows",A young musician discovers a dark secret in this heartfelt series.
s435,Movie,Shadow Flame,,"Isabella Santos, Soo-Jin Park",Canada,"May 25, 2023",2021,PG-13,105 min,"Stand-Up Comedy, Horror Movies, Documentaries",A determined chef must confront a dark secret in this heartfelt film.
s436,Movie,The Empire Road,Priya Sharma,"Diego Cruz, Mei Chen, Aisha Johnson","India, United States","September 30, 2022",2022,TV-PG,113 min,"Dramas, Anime Features","Haunted by the past, a woman arrives in confront unfinished business."
s437,Movie,Bridges and Dreams,Marie Dubois,"Liam Nakamura, Soo-Jin Park, Priya Desai",South Korea,"September 1, 2020",2007,TV-MA,70 min,"International Movies, Dramas, Sci-Fi & Fantasy","Following a devastating loss, a man travels to start a new life."
s438,Movie,The Night Diaries,,"Omar Diallo, Nadia Ali, Yuna Lee, Zara Khan",United Kingdom,"October 25, 2018",2003,TV-MA,153 min,"Action & Adventure, Sci-Fi & Fantasy","In a remote village, a curious outsider reluctantly joins a dangerous mission."
s439,Movie,Dusks and Minds,,"Amelia Wright, Clara Weber, Soo-Jin Park, Chloe Dubois, Nadia Ali",United States,"January 21, 2023",2023,PG-13,70 min,"Romantic Movies, Horror Movies","In a quiet suburb, a curious outsider leads a race against time."
s440,Movie,Pale Snow Shadow,Elena Rossi,"Stefan Richter, Matteo Ricci, Aisha Johnson",United States,"May 23, 2019",2017,R,146 min,"Children & Family Movies, International Movies, Dramas","After years abroad, a single parent travels to confront unfinished business."
s441,TV Show,Into the Soul,Amara Okafor,"Fatima Hassan, Julia Schneider",United States,"November 17, 2019",2019,TV-14,5 Seasons,"Crime TV Shows, TV Comedies, Docuseries","In a quiet suburb, a curious outsider is thrust into a quest for justice."
s442,Movie,Earth Thunder,Takeshi Yamamoto,"Yoko Tanaka, Alejandro Reyes, Chloe Dubois, Nadia Ali",India,"July 30, 2018",2018,R,145 min,"Children & Family Movies, Action & Adventure, International Movies","When a family reunion forces difficult choices, two strangers must find common ground."
s443,TV Show,My Broken Year,,"Raul Castillo, Blessing Okafor, Maja Johansson",United States,"November 5, 2022",2021,TV-PG,6 Seasons,"Korean TV Shows, TV Dramas","When an old letter reveals hidden truths, a group of friends must fight for survival."
s444,Movie,My Digital Moon,Yuki Tanaka,"Isabella Santos, Aisha Johnson, Lena Mueller, Nathaniel Foster, Anna Schmidt",Norway,"June 14, 2019",2018,TV-MA,78 min,"Action & Adventure, Comedies",A brilliant lawyer must confront a life-changing opportunity in this gripping film.
s445,Movie,Project Dream,Hana Park,"Fatima Hassan, Karin Eriksson, Yuki Sato, Mei Chen, Astrid Nilsen",India,"June 16, 2019",2019,TV-14,70 min,"International Movies, Documentaries, Action & Adventure",A troubled artist discovers a life-changing opportunity in this compelling film.
s446,Movie,Rural Waters,Freya Nielsen,"Marcus Campbell, Gabriela Ramos",Nigeria,"December 27, 2022",2022,TV-MA,70 min,"Romantic Movies, Children & Family Movies, Anime Features",A reluctant journalist discovers an unexpected truth in this intense film.
s447,Movie,Pale Dusks,David Kim,"Alejandro Reyes, Carmen Vega, Aisha Johnson, Erik Svensson",United States,"October 26, 2019",2017,TV-MA,94 min,Dramas,This award-winning film delves into the cost of ambition.
s448,Movie,My Fallen Flame,Patrick Sullivan,"Leila Benoit, Sophie Laurent, Anya Sokolova, Marco Bianchi",United States,"September 15, 2023",2021,PG,87 min,"Children & Family Movies, Horror Movies, Thrillers",A young scientist navigates an unexpected truth in this intense film.
s449,Movie,The Storm Diaries,Takeshi Yamamoto,"Ingrid Berg, Marco Bianchi",India,"July 20, 2019",2018,PG,70 min,"Documentaries, Thrillers, Comedies",This critically acclaimed film examines the weight of tradition.
s450,Movie,Desert in the Gentle Mind,Marie Dubois,"Marie Jorgensen, Deepika Iyer",Japan,"June 9, 2019",2018,PG-13,70 min,International Movies,"When a family reunion brings old wounds to light, two strangers must uncover the truth."
s451,TV Show,Rain in the Iron Mountain,,"Andres Vargas, David Okafor, Eva Lindberg",Denmark,"December 24, 2019",2018,TV-MA,6 Seasons,"International TV Shows, Crime TV Shows, Korean TV Shows",A troubled lawyer navigates a dangerous conspiracy in this gripping series.
s452,Movie,Pale Journey City,Carlos Mendez,"Aisha Johnson, Lucas Andersson, Fatima Hassan","United States, South Korea, Nigeria","October 5, 2022",2022,PG-13,94 min,"Documentaries, Stand-Up Comedy",Friendship is tested when secrets surface in this poignant drama.
s453,Movie,Beyond the Light,Lucas Fernandez,"Patrick Murphy, Marcus Campbell, Zara Khan, Hiroshi Yamada, Yuki Sato",Canada,"March 2, 2017",2014,PG-13,118 min,"Documentaries, Children & Family Movies","With nothing left to lose, a man escapes to confront unfinished business."
s454,Movie,Beyond the Secret,Takeshi Yamamoto,"Emma Rodriguez, Adaeze Nwosu, Kenji Mori, Olga Ivanova",United States,"December 9, 2021",2021,TV-14,120 min,"Romantic Movies, Thrillers",This visually stunning film explores the complexities of modern love.
s455,Movie,Mind in the Eternal Storm,Lucia Romero,"Raj Mehta, Lucas Andersson, Thomas Fischer, Aisha Johnson",India,"January 16, 2022",2018,TV-PG,147 min,"Anime Features, Thrillers, Action & Adventure","Following a devastating loss, a woman arrives in protect loved ones."
s456,Movie,When Memorys Fall,Marie Dubois,"Roberto Mendez, Anya Sokolova, Sarah Mitchell, Christopher Lee, Yuki Sato","South Korea, United States, Canada","November 8, 2018",2017,TV-MA,90 min,"Horror Movies, Children & Family Movies",This visually stunning film delves into the weight of tradition.
s457,Movie,Shattered Rain Bridge,Astrid Johansson,"Lena Mueller, Sanjay Patel",United States,"November 18, 2019",2018,TV-MA,84 min,"Sci-Fi & Fantasy, Stand-Up Comedy","In a quiet suburb, a misunderstood loner is thrust into a dangerous mission."
s458,Movie,Operation Fallen City,Patrick Sullivan,"Emma Rodriguez, Raul Castillo, Hana Yoshida",India,"September 2, 2022",2021,PG,80 min,"International Movies, Anime Features","After years abroad, a retired agent escapes to confront unfinished business."
s459,Movie,The Gentle River,Paulo Costa,"Rosa Fernandez, Aisha Johnson",India,"October 17, 2022",2020,PG,110 min,"International Movies, Comedies","In a quiet suburb, a seasoned professional is thrust into a race against time."
s460,Movie,Coastal Waters,Simone Bianchi,"Mi-Young Choi, Fatima Hassan, Raj Mehta","Argentina, India","March 8, 2019",2012,TV-14,90 min,"International Movies, Romantic Movies","When a family reunion forces difficult choices, a small community must rebuild their lives."
s461,Movie,Day Village,Lena Fischer,"Nadia Ali, Roberto Mendez, Yoko Tanaka, Mei Chen, Lucas Andersson",India,"July 23, 2020",2020,R,105 min,"International Movies, Children & Family Movies",Loyalty is tested when the stakes are raised in this darkly comic drama.
s462,Movie,Rain of Flames,Sofia Alvarez,"David Okafor, Roberto Mendez, Nadia Ali, Yuki Sato",Turkey,"November 3, 2015",2013,PG-13,91 min,"International Movies, Documentaries, Children & Family Movies","When a chance encounter brings old wounds to light, a small community must rebuild their lives."
s463,TV Show,When Promises Fall,,"Kenji Mori, Soo-Jin Park","Philippines, United States","December 12, 2022",2021,TV-Y,1 Season,"Crime TV Shows, TV Dramas","When a sudden tragedy upends everything, a group of friends must uncover the truth."
s464,TV Show,A Glass Bridge,Nina Petrova,"Thomas Fischer, Gabriel Torres, Chloe Dubois",India,"March 22, 2023",2023,TV-PG,2 Seasons,"Crime TV Shows, Docuseries","After years abroad, a woman returns home to confront unfinished business."
s465,Movie,A Southern Path,Yuki Tanaka,"Liam Nakamura, William Chen",Turkey,"July 12, 2022",2022,TV-PG,76 min,"International Movies, Comedies",Friendship is tested when worlds collide in this captivating drama.
s466,Movie,Hidden Dusk Desert,David Kim,"Kenji Mori, Yuna Lee",India,"April 26, 2015",2014,R,120 min,"International Movies, Romantic Movies, Dramas","Armed with a dangerous secret, a man travels to seek redemption."
s467,TV Show,Project Earth,Raj Patel,"Elena Popova, Priyanka Reddy, Soo-Jin Park, Liam Nakamura",United States,"January 24, 2021",2016,TV-MA,8 Seasons,"International TV Shows, Kids' TV, TV Dramas",This critically acclaimed series sheds light on the bonds of family.
s468,Movie,Operation Wicked Flame,Ingrid Larsson,"Priya Desai, Raj Mehta, Soo-Jin Park, Emma Rodriguez, Ahmed El-Sayed",India,"February 18, 2020",2020,TV-PG,70 min,"International Movies, Action & Adventure, Anime Features",This award-winning film delves into the bonds of family.
s469,Movie,A Glass Dream,Lucia Romero,"Yuki Sato, Aisha Johnson, Chloe Dubois, Sanjay Patel",Australia,"July 7, 2021",2020,PG-13,100 min,"International Movies, Children & Family Movies","Armed with a dangerous secret, a single parent arrives in protect loved ones."
s470,Movie,Lost Songs,,"Nadia Ali, Daniel Brooks, Marcus Campbell","Canada, United States, Japan","December 2, 2021",2020,TV-14,70 min,"Children & Family Movies, International Movies",A determined teacher must confront an unexpected truth in this riveting film.
s471,Movie,Operation Iron Spirit,Kenji Watanabe,"Yuna Lee, Patrick Murphy",France,"January 27, 2018",2015,PG-13,83 min,International Movies,"In a futuristic world, a curious outsider is thrust into a race against time."
s472,Movie,Pale Roads,Yuna Kim,"Adaeze Nwosu, Liam Nakamura",India,"January 13, 2018",2018,TV-14,113 min,"International Movies, Horror Movies, Documentaries","In a prestigious academy, an unlikely hero reluctantly joins a race against time."
s473,Movie,The Mountain Diaries,,"Emma Rodriguez, Chloe Dubois, Sophie Laurent, Ravi Kapoor","United Kingdom, Turkey, India","June 9, 2019",2017,TV-14,105 min,"Action & Adventure, Dramas, International Movies","When a family reunion changes their lives, two strangers must uncover the truth."
s474,Movie,Memorys and Winds,Aiko Nakamura,"Chloe Dubois, Leo Magnusson, Marco Bianchi, David Okafor",Spain,"November 23, 2019",2019,TV-MA,129 min,Stand-Up Comedy,"When an old letter reveals hidden truths, a small community must find common ground."
s475,TV Show,World in the Eternal Dawn,,"Amara Williams, Isabella Santos, Mei Chen, Liam Nakamura",France,"December 9, 2022",2020,TV-MA,7 Seasons,International TV Shows,"In a quiet suburb, a seasoned professional embarks on a quest for justice."
s476,Movie,My Crimson Soul,Takeshi Yamamoto,"Elena Popova, Lucas Andersson, Raj Mehta","United States, United Kingdom, India","November 3, 2022",2020,PG-13,70 min,"Documentaries, Stand-Up Comedy, Anime Features","With nothing left to lose, a woman travels to start a new life."
s477,TV Show,Mind of Paths,Raj Patel,"Carlos Gutierrez, Emma Rodriguez, Marco Bianchi, Erik Svensson, Ingrid Berg",India,"December 9, 2020",2007,TV-14,5 Seasons,"Kids' TV, TV Comedies","With nothing left to lose, a single parent arrives in solve an old mystery."
s478,Movie,Forest,Nina Petrova,"Thomas Fischer, Anna Schmidt, Maja Johansson, Mei Chen, Omar Diallo",India,"January 5, 2017",2016,TV-MA,70 min,"International Movies, Anime Features","In a quiet suburb, a former champion is thrust into an adventure of a lifetime."
s479,Movie,A Rural Empire,Takeshi Yamamoto,"Gabriela Ramos, Astrid Nilsen",India,"November 28, 2021",2020,PG-13,70 min,International Movies,"With nothing left to lose, a retired agent returns home to protect loved ones."
s480,Movie,Heart in the Eastern Sky,Aiko Nakamura,"Michael Adeyemi, Mei Chen, Lucas Andersson, Roberto Mendez, Rosa Fernandez",South Korea,"November 5, 2021",2020,TV-MA,112 min,"International Movies, Sci-Fi & Fantasy",A brilliant artist must confront a mysterious past in this heartfelt film.
s481,Movie,My Dark Empire,Nina Petrova,"Raj Mehta, Henrik Larsen, Matteo Ricci",France,"May 18, 2020",2018,PG-13,90 min,International Movies,"In a prestigious academy, a curious outsider reluctantly joins a quest for justice."
s482,TV Show,Silver Darkness Mirror,,"Rosa Fernandez, Aisha Johnson",Argentina,"October 26, 2018",2015,TV-14,1 Season,"International TV Shows, TV Dramas","In a war-torn country, a misunderstood loner is thrust into a quest for justice."
s483,Movie,The Flame Diaries,Takeshi Yamamoto,"Gabriel Torres, Rosa Fernandez, Marco Bianchi, Liam Nakamura, Ingrid Berg",Brazil,"July 17, 2022",2022,TV-PG,114 min,"International Movies, Action & Adventure, Sci-Fi & Fantasy","When a family reunion upends everything, a group of friends must find common ground."
s484,Movie,Lost Memory Fire,Lucas Fernandez,"Chris O'Malley, Amara Williams, Soo-Jin Park",United Kingdom,"July 12, 2021",2020,TV-MA,82 min,"Horror Movies, Thrillers",Loyalty is tested when alliances shift in this touching drama.
s485,Movie,The Last Forest,,"Alejandro Reyes, Marco Bianchi",India,"December 2, 2021",2016,TV-14,90 min,"International Movies, Sci-Fi & Fantasy",This thought-provoking film examines the weight of tradition.
s486,Movie,When Hearts Fall,Kenji Watanabe,"Liam Nakamura, Chris O'Malley, Alejandro Reyes",India,"July 22, 2021",2020,PG,70 min,"Documentaries, Horror Movies, Sci-Fi & Fantasy",Love is tested when worlds collide in this darkly comic drama.
s487,Movie,Bridge of Rains,,"Soo-Jin Park, Liam Nakamura, Freya Hansen, Marcus Campbell, Michael Adeyemi",South Korea,"January 1, 2017",2015,TV-14,113 min,"Dramas, Sci-Fi & Fantasy, Documentaries","When an old letter upends everything, a group of friends must fight for survival."
s488,Movie,Bitter River Darkness,Marie Dubois,"Fatima Hassan, Emma Rodriguez, Marco Bianchi, Vikram Sharma, David Okafor",Kenya,"January 8, 2021",2019,TV-PG,95 min,"International Movies, Romantic Movies",A determined journalist navigates an unexpected truth in this intense film.
s489,TV Show,Rising Ocean Rain,Diego Morales,"Rafael Silva, Raj Mehta, Alejandro Reyes",United Kingdom,"January 17, 2020",2019,TV-PG,1 Season,"Crime TV Shows, Reality TV","When a sudden tragedy forces difficult choices, a group of friends must fight for survival."
s490,Movie,Last Village Moon,Nathaniel Brooks,"Emma Rodriguez, Chris O'Malley",China,"June 13, 2019",2013,PG-13,123 min,"International Movies, Stand-Up Comedy, Thrillers",Loyalty is tested when secrets surface in this darkly comic drama.
s491,TV Show,The Last Earth,Sofia Alvarez,"Michael Adeyemi, Chloe Dubois, Soo-Jin Park, Priya Desai",India,"January 25, 2020",2020,TV-14,3 Seasons,"Reality TV, Korean TV Shows",Courage is tested when secrets surface in this suspenseful series.
s492,Movie,Wild Flame Soul,Amina Diallo,"Mei Chen, Kenji Mori, Omar Diallo, Hiroshi Yamada",India,"March 22, 2020",2020,TV-PG,105 min,"Action & Adventure, Sci-Fi & Fantasy",A determined doctor navigates a life-changing opportunity in this riveting film.
s493,Movie,When Songs Fall,Nathaniel Brooks,"Henrik Larsen, Marie Jorgensen, Priya Desai",Brazil,"November 27, 2021",2020,TV-PG,106 min,"Sci-Fi & Fantasy, Anime Features, Romantic Movies","Armed with a dangerous secret, a teenager arrives in confront unfinished business."
s494,TV Show,Project Moon,Sofia Alvarez,"Yuna Lee, Antonio Perez, Leo Magnusson, Mina Aoki, Isabella Santos",France,"November 4, 2021",2021,TV-MA,2 Seasons,"International TV Shows, Crime TV Shows","When an old letter changes their lives, estranged siblings must fight for survival."
s495,Movie,When Paths Fall,Takeshi Yamamoto,"Liam Nakamura, Anya Sokolova, Marco Bianchi, Chloe Dubois, Sophie Laurent",United Kingdom,"January 19, 2017",2017,TV-14,100 min,Sci-Fi & Fantasy,This visually stunning film sheds light on the complexities of modern love.
s496,TV Show,Operation Glass Song,Sofia Alvarez,"Yuki Sato, Chiara Colombo, Thomas Fischer",Brazil,"October 22, 2022",2018,TV-14,3 Seasons,International TV Shows,A determined artist must confront an unexpected truth in this heartfelt series.
s497,TV Show,Into the Heart,James Chen,"Lucia Morales, Nina Petrova, Priya Desai",United States,"November 18, 2021",2017,TV-PG,4 Seasons,"Docuseries, International TV Shows",A reluctant artist discovers a dark secret in this heartfelt series.
s498,Movie,Earth Sun,Amina Diallo,"Yoko Tanaka, Raj Mehta, Leila Benoit",India,"November 18, 2019",2017,PG,70 min,"International Movies, Anime Features, Stand-Up Comedy","In a prestigious academy, a former champion reluctantly joins a race against time."
s499,Movie,Operation Endless Secret,,"Tomas Novotny, Christopher Lee, Soo-Jin Park, David Okafor",United States,"May 27, 2022",2022,TV-MA,89 min,"International Movies, Dramas","When a strange discovery reveals hidden truths, a small community must rebuild their lives."
s500,Movie,The Last Voice,Eva Lindqvist,"Gabriel Torres, Yoko Tanaka, Priya Desai, Soo-Jin Park, Raj Mehta",United States,"April 17, 2019",2018,TV-MA,146 min,"Children & Family Movies, Horror Movies, Dramas",Friendship is tested when alliances shift in this poignant drama.
s501,TV Show,The Door Dusk,Sarah O'Brien,"Thomas Fischer, Liam Nakamura, Freya Hansen, Nadia Ali",Turkey,"May 1, 2022",2021,TV-14,2 Seasons,International TV Shows,"In a prestigious academy, a seasoned professional reluctantly joins a journey of self-discovery."
s502,TV Show,A Northern Soul,,"Clara Weber, Hana Yoshida, Andres Vargas, Anya Sokolova, Ivan Petrov",Spain,"September 2, 2022",2010,TV-MA,1 Season,International TV Shows,Loyalty is tested when secrets surface in this darkly comic series.
s503,Movie,Urban Gardens,Gabriel Santos,"Isabella Santos, Omar Diallo","United States, United Kingdom","July 25, 2019",2018,PG-13,102 min,"Anime Features, Dramas, Thrillers","In a futuristic world, a curious outsider embarks on a quest for justice."
s504,Movie,Northern Shadows,,"Amara Williams, Elena Popova, Arjun Singh, Aisha Johnson, Yuki Sato",India,"September 27, 2020",2005,TV-MA,101 min,"International Movies, Stand-Up Comedy","After years abroad, a teenager arrives in solve an old mystery."
s505,Movie,Bridges and Memorys,Astrid Johansson,"Lucas Andersson, Isabelle Martin",India,"April 29, 2019",2019,TV-MA,110 min,"International Movies, Horror Movies, Anime Features","Armed with a dangerous secret, a retired agent escapes to confront unfinished business."
s506,TV Show,My Eastern Village,Takeshi Yamamoto,"Ingrid Berg, Sophie Laurent, Sunita Rao",United Kingdom,"December 23, 2020",2020,TV-MA,6 Seasons,"Korean TV Shows, Crime TV Shows",Friendship is tested when the stakes are raised in this captivating series.
